级别	日期和时间	来源	事件 ID	任务类别
警告	2018/11/28 23:19:02	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:18:38	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:18:32	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:18:00	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:18:00	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:17:58	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:17:42	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:17:42	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:17:40	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:17:32	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:17:29	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:17:29	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:17:16	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:17:12	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:17:01	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:16:47	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:16:45	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:16:45	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
错误	2018/11/28 23:16:43	Microsoft-Windows-DistributedCOM	10016	无	"应用程序-特定 权限设置并未向在应用程序容器 不可用 SID (不可用)中运行的地址 LocalHost (使用 LRPC) 中的用户 DESKTOP-NSOMGCA\Administrator SID (S-1-5-21-2722894958-2044559392-3717969139-500)授予针对 CLSID 为 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
、APPID 为 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 的 COM 服务器应用程序的 本地 激活 权限。此安全权限可以使用组件服务管理工具进行修改。"
警告	2018/11/28 23:16:41	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:16:41	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:15:40	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:14:59	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:14:38	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:14:19	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:13:45	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:13:28	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:13:09	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:13:00	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:12:54	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:12:48	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:12:48	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:12:42	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:12:42	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:12:40	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:12:38	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:12:34	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:12:21	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:12:21	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:12:19	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:12:17	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:12:17	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:12:15	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:12:15	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:12:09	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:12:07	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:11:58	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:11:56	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:11:54	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
信息	2018/11/28 23:11:54	Service Control Manager	7040	无	Background Intelligent Transfer Service 服务的启动类型从 自动启动 更改为 按需启动。
警告	2018/11/28 23:11:52	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/28 23:11:48	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
信息	2018/11/28 23:11:37	Microsoft-Windows-WindowsUpdateClient	19	Windows 更新代理	安装成功: Windows 成功安装了下列更新: 9WZDNCRDTBVB-MICROSOFT.WINDOWSMAPS
信息	2018/11/28 23:11:35	Microsoft-Windows-Power-Troubleshooter	1	无	"系统已从低功耗状态中恢复。

睡眠时间:  ‎2018‎-‎11‎-‎28T15:04:46.156191600Z
唤醒时间: ‎2018‎-‎11‎-‎28T15:11:34.642700600Z

唤醒源: 电源按钮"
信息	2018/11/28 23:11:33	Microsoft-Windows-Kernel-Power	130	(33)	固件 S3 计时。SuspendStart: 0，SuspendEnd: 0
信息	2018/11/28 23:11:33	Microsoft-Windows-Kernel-Power	131	(33)	固件 S3 计时。ResumeCount: 0，FullResume: 0，AverageResume: 0
信息	2018/11/28 23:11:33	Microsoft-Windows-Kernel-General	1	(5)	"系统时间已从 ‎2018‎-‎11‎-‎28T15:04:49.264129300Z 更改为 ‎2018‎-‎11‎-‎28T15:11:33.500000000Z。

更改原因: System time synchronized with the hardware clock。"
信息	2018/11/28 23:04:49	Microsoft-Windows-Kernel-Power	107	(102)	系统已从睡眠状态恢复。
